Item #,Item Title,Collection,Product Type,WebDescription,Unit Price,MSRP,Image
WB5779IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 10 sparkling diamonds. Total diamond weight is 1/4 ctw.",,999,WB5779IR.jpg
WB5780IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 26 sparkling diamonds. Total diamond weight is 3/4 ctw.",,2099,WB5780IR.jpg
WB5781IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 34 sparkling diamonds. Total diamond weight is 1/2 ctw.",,1499.1667,WB5781IR.jpg
WB5782IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 32 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1399,WB5782IR.jpg
WB5797E,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 10 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw.,,1199,WB5797E.jpg
WB5797EC,14K Diamond Engagement Ring 1/4 ctw with 3/4 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 10 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw & has 3/4 ct diamond at cventer.,,4599,WB5797EC.jpg
WB5797W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 14 sparkling diamonds. Total diamond weight is 1/5 ctw.",,799,WB5797W.jpg
WB5798E,14K Diamond Engagement Ring 3/4 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 48 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 3/4 ctw. Does not include center stone.,,2899,WB5798E.jpg
WB5798EC,14K Diamond Engagement Ring 3/4 ctw with 1 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 48 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 3/4 ctw & 1 ct center diamond.,,9599,WB5798EC.jpg
WB5798W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 22 sparkling diamonds. Total diamond weight is 1/5 ctw.",,899,WB5798W.jpg
WB5799E,14K Diamond Engagement Ring 3/8 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 3/8 ctw. Does not include center stone.,,1649,WB5799E.jpg
WB5799EC,14K Diamond Engagement Ring 3/8 ctw with 1 ct Center,Bridal Bells,Engagement Ring,"This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 3/8 ctw, along with a 1ct. Center stone.",,8499,WB5799EC.jpg
WB5799W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 13 sparkling diamonds. Total diamond weight is 1/4 ctw.",,999,WB5799W.jpg
WB5800E,14K Diamond Engagement Ring 1 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 1 ctw. Does not include center stone.,,3199,WB5800E.jpg
WB5800EC,14K Diamond Engagement Ring 1 ctw With 1 ct Center Diamond,Bridal Bells,Engagement Ring,"This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1 ctw, along with a 1 ct center stone.",,9899,WB5800EC.jpg
WB5800W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 18 sparkling diamonds. Total diamond weight is 3/4 ctw.",,1999,WB5800W.jpg
WB5801E,14K Diamond Engagement Ring 1 1/2 ctw,Bridal Bells,Engagement Ring,This delicate channel set bridal ring is crafted with 22 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 1 1/2 ctw.,,4799,WB5801E.jpg
WB5801EC,14K Diamond Engagement Ring 1 1/2 ctw With 1 ct Center Diamond,Bridal Bells,Engagement Ring,This delicate channel set bridal ring is crafted with 22 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1 1/2 ctw & 1 ct center diamond.,,11349,WB5801EC.jpg
WB5801W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 21 sparkling princess cut diamonds. Total diamond weight is 1 ctw.",,2599,WB5801W.jpg
WB5804E,14K Diamond Engagement Ring 1 1/7 ctw,Bridal Bells,Engagement Ring,This delicate Split Shank bridal ring is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 1 1/7 ctw. Does not include center stone.,,3599,WB5804E.jpg
WB5804EC,14K Diamond Engagement Ring 1 1/7 ctw with 1 1/2 ct Center,Bridal Bells,Engagement Ring,This delicate Split Shank bridal ring is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1 1/7 ctw. & has 1 1/2 ct round diamond center.,,16449,WB5804EC.jpg
WB5804W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 22 sparkling diamonds. Total diamond weight is 3/8 ctw.",,1199,WB5804W.jpg
WB5808E,14K Diamond Engagement Ring 3/4 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 3/4 ctw. Does not include center stone.,,2699,WB5808E.jpg
WB5808EC,14K Diamond Engagement Ring 3/4 ctw with 1 ct Center,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 14 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 3/4 ctw & has 1 ct center diamond.,,9449,WB5808EC.jpg
WB5808W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 12 stones embedded on the side of this 14 karat gold band, the total diamond weight is 1/3 ctw.",,1299,WB5808W.jpg
WB5809E,14K Diamond Engagement Ring 1/3 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 10 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/3 ctw. Does not include center stone.,,1449,WB5809E.jpg
WB5809EC,14K Diamond Engagement Ring 1/3 ctw with 3/4 ct Mq Center,Bridal Bells,Engagement Ring,"This delicate bridal ring is crafted with 10 diamonds, and features a pear shaped center, to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/3 ctw with 3/4 ct Mq at center.",,4799,WB5809EC.jpg
WB5809W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 14 sparkling diamonds. Total diamond weight is 1/7 ctw.",,799,WB5809W.jpg
WB5812E,14K Sapphire & Diamond Ring,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with diamonds and sapphires to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 1/10 ctw. Sapphire weight is 1/2 ctw. Does not include center stone.,,1399,WB5812E.jpg
WB5812EC,14K Sapphire & Diamond Ring With 1 ct Center Diamond,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with diamonds and sapphires to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/10 ctw. Sapphire weight is 1/2 ctw. Features 1 ct diamond at center.,,8249,WB5812EC.jpg
WB5812W,14K Sapphire & Diamond Band,Bridal Bells,Wedding Band,"This 14 karat gold wedding band is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love and commitment, this ring is finished with a bright polished shine. The total weight is 1/2 ctw.",,1299,WB5812W.jpg
WB5815E,14K Diamond Engagement Ring 1 1/7 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1 1/7 ctw. Does not include center stone.,,3599,WB5815E.jpg
WB5815EC,14K Diamond Engagement Ring 1 1/7 ctw With 1 1/2 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1 1/7 ctw. Includes 1 1/2 ct center stone.,,16449,WB5815EC.jpg
WB5815W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 22 sparkling diamonds. Total diamond weight is 3/8 ctw.",,1299,WB5815W.jpg
WB5817E,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 18 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw. Does not include center stone.,,1099,WB5817E.jpg
WB5817EC,14K Diamond Engagement Ring 1/4 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 18 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw with 1/2 ct diamond at center.,,2699,WB5817EC.jpg
WB5817W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 13 sparkling diamonds. Total diamond weight is 1/7 ctw.",,749,WB5817W.jpg
WB5818E,14K Gold Engagement Ring,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 12 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold. Does not include center stone.,,349,WB5818E.jpg
WB5818EC,14K Gold Engagement Ring with 3/4 ct Center,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 12 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold. Features 3/4 ct diamond at center.,,3799,WB5818EC.jpg
WB5818W,14K Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the straightforward elegance of this intricate wedding band in 14 karat gold. A beautiful and meaningful look, this ring is polished to a bright finish.",,349,WB5818W.jpg
WB5825E,14K Diamond Engagement Ring With Accent Sapphires 5/8 gtw,Bridal Bells,Engagement Ring,"This 14 karat gold split shank bridal ring is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love and commitment, this ring is finished with a bright polished shine. The total gem weight is 5/8 gtw. Does not include center stone.",,2599,WB5825E.jpg
WB5825EC,14K Diamond Engagement Ring With Accent Sapphires 5/8 gtw with 3/4 ct Radiant Center,Bridal Bells,Engagement Ring,"This 14 karat gold split shank bridal ring is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love, this ring is finished with a bright polished shine. The total gem weight is 5/8 gtw with 3/4 ct Radiant center.",,5849,WB5825EC.jpg
WB5825W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 24 sparkling diamonds. Total diamond weight is 1/8 ctw.",,699,WB5825W.jpg
WB5826E,14K Diamond Engagement Ring with accent Sapphires 1 gtw,Bridal Bells,Engagement Ring,"This 14 karat white gold split shank bridal ring is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love and commitment, this ring is finished with a bright polished shine. The total gem weight is 1 gtw. Does not include center stone.",,3799,WB5826E.jpg
WB5826EC,14K Diamond Engagement Ring 1 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,"This 14Kwhite gold split shank bridal ring is set with brilliant round diamonds and blue sapphires.  An amazing gift of love, this ring is finished with a bright polished shine. The total gem weight is 1 ctw wth 1/2 ct round diamond at center.",,5149,WB5826EC.jpg
WB5826W,14K Diamond Band 1/6 ctw,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 24 sparkling diamonds. Total diamond weight is 1/6 ctw.",,949,WB5826W.jpg
WB5832E,14K Diamond Engagement Ring with Sapphire 1/2 gtw,Bridal Bells,Engagement Ring,"This 14 karat white gold split shank bridal ring is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love, this ring is finished with a bright polished shine. The total gem weight is 1/2 gtw. Does not include center stone.",,3299,WB5832E.jpg
WB5832EC,14K Diamond Engagement Ring with Sapphire 1/2 gtw. 3/4 ct at center.,Bridal Bells,Engagement Ring,"This 14 karat white gold split shank bridal ring is set with brilliant round diamonds and lovely blue sapphires.  An amazing gift of love, this ring is finished with a bright polished shine. The total gem weight is 1/2 gtw and 3/4 ct at center.",,6499,WB5832EC.jpg
WB5832W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 27 sparkling diamonds. Total diamond weight is 1/8 ctw.",,699,WB5832W.jpg
WB5833E,14K Diamond Engagement Ring 1/2 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 38 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw. Does not include center stone.,,1799,WB5833E.jpg
WB5833EC,14K Diamond Engagement Ring 1/2 ctw with 5/8 ct Center,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 38 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw. Features 5/8 ct diamond at center.,,4349,WB5833EC.jpg
WB5833W,14K Diamond Band 1/4 ctw,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 19 sparkling diamonds. Total diamond weight is 1/4 ctw.",,899,WB5833W.jpg
WB5836E,14K Diamond Engagement Ring 1/3 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 20 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/3 ctw. Does not include center stone.,,1049,WB5836E.jpg
WB5836EC,14K Diamond Engagement Ring 1/3 ctw with 3/4 ct Center,Bridal Bells,Engagement Ring,This delicate bridal ring is crafted with 20 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/3 ctw & Round 3/4 ct diamond at center.,,4449,WB5836EC.jpg
WB5836W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 20 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1099,WB5836W.jpg
